north,south,east,west,servo1,servo2,servo3,servo4
90.0,45.0,7.5,30.0,2.673,2.158,1.824,1.575
90.0,45.0,7.5,30.0,2.673,2.161,1.823,1.576
90.0,45.0,7.5,30.0,2.674,2.159,1.823,1.576
90.0,45.0,7.5,30.0,2.674,2.159,1.823,1.577
90.0,45.0,7.5,30.0,2.673,2.16,1.824,1.576
90.0,45.0,7.5,30.0,2.675,2.162,1.822,1.574
90.0,45.0,7.5,30.0,2.674,2.16,1.823,1.576
90.0,45.0,7.5,30.0,2.674,2.16,1.823,1.576
90.0,45.0,7.5,30.0,2.673,2.16,1.824,1.576
90.0,45.0,7.5,30.0,2.674,2.159,1.822,1.576
90.0,45.0,7.5,30.0,2.674,2.16,1.824,1.575
90.0,45.0,7.5,30.0,2.673,2.16,1.824,1.575
-90.0,-45.0,7.5,10.0,2.676,2.162,1.823,1.579
-90.0,-45.0,12.5,10.0,2.328,1.823,1.827,1.618
-90.0,-45.0,12.5,10.0,1.684,1.275,1.646,1.624
-90.0,-45.0,12.5,10.0,1.025,1.175,1.629,1.623
-90.0,-45.0,12.5,10.0,0.669,1.169,1.627,1.624
-90.0,-45.0,12.5,10.0,0.661,1.169,1.627,1.623
-90.0,-45.0,12.5,10.0,0.66,1.169,1.628,1.625
-90.0,-45.0,12.5,10.0,0.661,1.169,1.628,1.624
-90.0,-45.0,12.5,10.0,0.66,1.169,1.624,1.624
-90.0,-45.0,12.5,10.0,0.662,1.168,1.626,1.623
-90.0,-45.0,12.5,10.0,0.661,1.169,1.628,1.623
-90.0,-45.0,12.5,10.0,0.661,1.169,1.627,1.624
-90.0,-45.0,12.5,10.0,0.661,1.169,1.626,1.624
-90.0,-45.0,12.5,10.0,0.66,1.168,1.627,1.622
-90.0,-45.0,12.5,10.0,0.66,1.17,1.625,1.625
-90.0,-45.0,12.5,10.0,0.661,1.169,1.628,1.624
-90.0,-45.0,12.5,10.0,0.66,1.171,1.628,1.625
-90.0,-45.0,12.5,10.0,0.662,1.169,1.627,1.625
-90.0,-45.0,12.5,10.0,0.662,1.17,1.627,1.622
-90.0,-45.0,12.5,10.0,0.661,1.17,1.627,1.625
-90.0,-45.0,12.5,10.0,0.662,1.169,1.627,1.624
-90.0,-45.0,12.5,50.0,0.661,1.169,1.627,1.631
-90.0,-45.0,17.5,50.0,0.661,1.172,1.653,1.674
-90.0,-45.0,17.5,50.0,0.661,1.17,1.937,1.674
-90.0,-45.0,17.5,50.0,0.662,1.169,2.028,1.675
-90.0,-45.0,17.5,50.0,0.661,1.168,2.029,1.673
-90.0,-45.0,17.5,50.0,0.661,1.169,2.028,1.673
-90.0,-45.0,17.5,50.0,0.661,1.171,2.029,1.673
-90.0,-45.0,17.5,50.0,0.662,1.17,2.028,1.675
-90.0,-45.0,17.5,50.0,0.661,1.169,2.028,1.673
-90.0,-45.0,17.5,50.0,0.661,1.169,2.028,1.674
-90.0,-45.0,17.5,50.0,0.661,1.17,2.026,1.673
-90.0,-45.0,17.5,50.0,0.662,1.17,2.028,1.674
-90.0,-45.0,17.5,50.0,0.661,1.17,2.026,1.673
-90.0,-45.0,17.5,50.0,0.662,1.169,2.026,1.673
-90.0,-45.0,17.5,50.0,0.66,1.17,2.028,1.674
-90.0,-45.0,17.5,50.0,0.66,1.17,2.028,1.675
-90.0,-45.0,17.5,50.0,0.661,1.17,2.027,1.674
-90.0,-45.0,17.5,50.0,0.661,1.17,2.029,1.675
-90.0,-45.0,17.5,50.0,0.661,1.168,2.029,1.674
-90.0,-45.0,17.5,50.0,0.661,1.169,2.027,1.674
-90.0,-45.0,17.5,50.0,0.662,1.168,2.028,1.673
90.0,45.0,17.5,-50.0,0.692,1.2,2.028,1.673
90.0,45.0,-17.5,-50.0,1.048,1.589,2.027,1.404
90.0,45.0,-17.5,-50.0,1.683,2.071,1.711,1.329
90.0,45.0,-17.5,-50.0,2.33,2.163,1.199,1.33
90.0,45.0,-17.5,-50.0,2.664,2.16,1.014,1.332
90.0,45.0,-17.5,-50.0,2.675,2.159,1.012,1.331
90.0,45.0,-17.5,-50.0,2.672,2.158,1.014,1.333
90.0,45.0,-17.5,-50.0,2.673,2.158,1.014,1.331
90.0,45.0,-17.5,-50.0,2.673,2.159,1.013,1.33
90.0,45.0,-17.5,-50.0,2.672,2.159,1.014,1.332
90.0,45.0,-17.5,-50.0,2.674,2.159,1.013,1.331
90.0,45.0,-17.5,-50.0,2.673,2.158,1.015,1.332
90.0,45.0,-17.5,-50.0,2.674,2.159,1.015,1.332
90.0,45.0,-17.5,-50.0,2.674,2.158,1.014,1.331
90.0,45.0,-17.5,-50.0,2.675,2.159,1.013,1.334
90.0,45.0,-17.5,-50.0,2.673,2.158,1.014,1.331
90.0,45.0,-17.5,-50.0,2.673,2.159,1.013,1.331
90.0,45.0,-17.5,-50.0,2.675,2.159,1.013,1.33
90.0,45.0,-17.5,-50.0,2.673,2.16,1.013,1.332
90.0,45.0,-17.5,-50.0,2.673,2.16,1.013,1.332
90.0,45.0,-17.5,-50.0,2.673,2.157,1.014,1.332
90.0,45.0,-17.5,-10.0,2.676,2.159,1.012,1.338
90.0,45.0,-12.5,-10.0,2.675,2.16,1.037,1.372
90.0,45.0,-12.5,-10.0,2.673,2.159,1.326,1.376
90.0,45.0,-12.5,-10.0,2.675,2.158,1.417,1.377
90.0,45.0,-12.5,-10.0,2.674,2.159,1.417,1.378
90.0,45.0,-12.5,-10.0,2.674,2.16,1.418,1.377
90.0,45.0,-12.5,-10.0,2.673,2.16,1.417,1.378
90.0,45.0,-12.5,-10.0,2.674,2.159,1.418,1.376
90.0,45.0,-12.5,-10.0,2.673,2.16,1.418,1.376
90.0,45.0,-12.5,-10.0,2.675,2.16,1.42,1.379
90.0,45.0,-12.5,-10.0,2.676,2.16,1.418,1.376
90.0,45.0,-12.5,-10.0,2.676,2.159,1.418,1.377
90.0,45.0,-12.5,-10.0,2.674,2.158,1.418,1.377
90.0,45.0,-12.5,-10.0,2.674,2.162,1.418,1.377
90.0,45.0,-12.5,-10.0,2.674,2.158,1.418,1.376
90.0,45.0,-12.5,-10.0,2.675,2.159,1.418,1.376
90.0,45.0,-12.5,-10.0,2.674,2.157,1.418,1.376
90.0,45.0,-12.5,-10.0,2.675,2.16,1.419,1.378
90.0,45.0,-12.5,-10.0,2.673,2.159,1.419,1.378
90.0,45.0,-12.5,-10.0,2.675,2.159,1.418,1.377
90.0,45.0,-12.5,-10.0,2.673,2.16,1.418,1.379
-90.0,-45.0,-12.5,-30.0,2.677,2.164,1.419,1.382
-90.0,-45.0,-7.5,-30.0,2.337,1.816,1.418,1.421
-90.0,-45.0,-7.5,-30.0,1.693,1.267,1.24,1.427
-90.0,-45.0,-7.5,-30.0,1.039,1.171,1.225,1.424
-90.0,-45.0,-7.5,-30.0,0.673,1.169,1.223,1.426
-90.0,-45.0,-7.5,-30.0,0.662,1.171,1.221,1.426
-90.0,-45.0,-7.5,-30.0,0.661,1.169,1.223,1.427
-90.0,-45.0,-7.5,-30.0,0.661,1.169,1.223,1.427
-90.0,-45.0,-7.5,-30.0,0.661,1.169,1.223,1.425
-90.0,-45.0,-7.5,-30.0,0.66,1.169,1.223,1.426
-90.0,-45.0,-7.5,-30.0,0.663,1.17,1.224,1.426
-90.0,-45.0,-7.5,-30.0,0.661,1.17,1.223,1.427
-90.0,-45.0,-7.5,-30.0,0.662,1.17,1.224,1.425
-90.0,-45.0,-7.5,-30.0,0.663,1.17,1.224,1.426
-90.0,-45.0,-7.5,-30.0,0.661,1.17,1.224,1.425
-90.0,-45.0,-7.5,-30.0,0.662,1.17,1.223,1.427
-90.0,-45.0,-7.5,-30.0,0.662,1.169,1.224,1.427
-90.0,-45.0,-7.5,-30.0,0.662,1.17,1.222,1.427
-90.0,-45.0,-7.5,-30.0,0.661,1.168,1.223,1.425
-90.0,-45.0,-7.5,-30.0,0.662,1.17,1.224,1.426
-90.0,-45.0,-7.5,-30.0,0.661,1.17,1.225,1.428
-90.0,-45.0,-7.5,10.0,0.661,1.171,1.224,1.433
-90.0,-45.0,-2.5,10.0,0.662,1.17,1.246,1.472
-90.0,-45.0,-2.5,10.0,0.661,1.169,1.535,1.475
-90.0,-45.0,-2.5,10.0,0.662,1.168,1.62,1.474
-90.0,-45.0,-2.5,10.0,0.66,1.168,1.62,1.475
-90.0,-45.0,-2.5,10.0,0.662,1.169,1.62,1.476
-90.0,-45.0,-2.5,10.0,0.661,1.169,1.62,1.475
-90.0,-45.0,-2.5,10.0,0.662,1.169,1.619,1.475
-90.0,-45.0,-2.5,10.0,0.663,1.17,1.619,1.477
-90.0,-45.0,-2.5,10.0,0.662,1.169,1.621,1.476
-90.0,-45.0,-2.5,10.0,0.661,1.17,1.619,1.475
-90.0,-45.0,-2.5,10.0,0.661,1.17,1.621,1.475
-90.0,-45.0,-2.5,10.0,0.661,1.169,1.618,1.475
-90.0,-45.0,-2.5,10.0,0.661,1.168,1.619,1.474
-90.0,-45.0,-2.5,10.0,0.66,1.169,1.62,1.474
-90.0,-45.0,-2.5,10.0,0.66,1.17,1.621,1.476
-90.0,-45.0,-2.5,10.0,0.663,1.17,1.62,1.476
-90.0,-45.0,-2.5,10.0,0.661,1.17,1.62,1.475
-90.0,-45.0,-2.5,10.0,0.661,1.17,1.619,1.475
-90.0,-45.0,-2.5,10.0,0.662,1.169,1.619,1.475
-90.0,-45.0,-2.5,10.0,0.661,1.169,1.618,1.477
90.0,45.0,-2.5,-10.0,0.685,1.2,1.619,1.478
90.0,45.0,2.5,-10.0,1.055,1.588,1.621,1.521
90.0,45.0,2.5,-10.0,1.687,2.077,1.44,1.525
90.0,45.0,2.5,-10.0,2.335,2.161,1.421,1.524
90.0,45.0,2.5,-10.0,2.665,2.16,1.421,1.527
90.0,45.0,2.5,-10.0,2.673,2.16,1.424,1.526
90.0,45.0,2.5,-10.0,2.673,2.16,1.423,1.525
90.0,45.0,2.5,-10.0,2.673,2.16,1.423,1.526
90.0,45.0,2.5,-10.0,2.674,2.16,1.423,1.526
90.0,45.0,2.5,-10.0,2.673,2.159,1.424,1.526
90.0,45.0,2.5,-10.0,2.672,2.158,1.423,1.525
90.0,45.0,2.5,-10.0,2.674,2.157,1.423,1.526
90.0,45.0,2.5,-10.0,2.674,2.159,1.424,1.525
90.0,45.0,2.5,-10.0,2.673,2.16,1.421,1.525
90.0,45.0,2.5,-10.0,2.675,2.159,1.423,1.527
90.0,45.0,2.5,-10.0,2.674,2.159,1.422,1.526
90.0,45.0,2.5,-10.0,2.675,2.16,1.423,1.526
90.0,45.0,2.5,-10.0,2.674,2.16,1.422,1.526
90.0,45.0,2.5,-10.0,2.672,2.159,1.424,1.526
90.0,45.0,2.5,-10.0,2.674,2.159,1.422,1.526
90.0,45.0,2.5,-10.0,2.674,2.159,1.424,1.525
90.0,45.0,2.5,30.0,2.673,2.158,1.422,1.532
90.0,45.0,7.5,30.0,2.674,2.159,1.445,1.576
90.0,45.0,7.5,30.0,2.672,2.16,1.738,1.576
90.0,45.0,7.5,30.0,2.672,2.16,1.822,1.576
90.0,45.0,7.5,30.0,2.673,2.159,1.821,1.578
90.0,45.0,7.5,30.0,2.672,2.159,1.823,1.576
90.0,45.0,7.5,30.0,2.673,2.159,1.821,1.576
90.0,45.0,7.5,30.0,2.672,2.161,1.821,1.575
90.0,45.0,7.5,30.0,2.674,2.16,1.82,1.575
90.0,45.0,7.5,30.0,2.674,2.159,1.821,1.577
90.0,45.0,7.5,30.0,2.676,2.161,1.821,1.577
90.0,45.0,7.5,30.0,2.672,2.159,1.821,1.577
90.0,45.0,7.5,30.0,2.675,2.159,1.821,1.576
90.0,45.0,7.5,30.0,2.673,2.161,1.82,1.576
90.0,45.0,7.5,30.0,2.673,2.159,1.821,1.576
90.0,45.0,7.5,30.0,2.674,2.158,1.82,1.577
90.0,45.0,7.5,30.0,2.671,2.16,1.821,1.576
90.0,45.0,7.5,30.0,2.673,2.159,1.819,1.576
90.0,45.0,7.5,30.0,2.674,2.158,1.82,1.575
90.0,45.0,7.5,30.0,2.674,2.161,1.82,1.577
90.0,45.0,7.5,30.0,2.674,2.159,1.821,1.576
-90.0,-45.0,7.5,10.0,2.671,2.16,1.82,1.58
-90.0,-45.0,12.5,10.0,2.334,1.82,1.821,1.621
-90.0,-45.0,12.5,10.0,1.697,1.275,1.649,1.624
-90.0,-45.0,12.5,10.0,1.037,1.173,1.629,1.624
-90.0,-45.0,12.5,10.0,0.668,1.171,1.629,1.624
-90.0,-45.0,12.5,10.0,0.662,1.17,1.627,1.624
-90.0,-45.0,12.5,10.0,0.663,1.171,1.628,1.626
-90.0,-45.0,12.5,10.0,0.663,1.169,1.626,1.626
-90.0,-45.0,12.5,10.0,0.663,1.168,1.629,1.627
-90.0,-45.0,12.5,10.0,0.661,1.171,1.628,1.626
-90.0,-45.0,12.5,10.0,0.661,1.17,1.627,1.624
-90.0,-45.0,12.5,10.0,0.661,1.169,1.627,1.624
-90.0,-45.0,12.5,10.0,0.662,1.17,1.628,1.623
-90.0,-45.0,12.5,10.0,0.661,1.17,1.627,1.624
-90.0,-45.0,12.5,10.0,0.663,1.17,1.628,1.624
-90.0,-45.0,12.5,10.0,0.662,1.169,1.627,1.625
-90.0,-45.0,12.5,10.0,0.662,1.17,1.628,1.625
-90.0,-45.0,12.5,10.0,0.661,1.169,1.626,1.625
-90.0,-45.0,12.5,10.0,0.664,1.17,1.627,1.625
-90.0,-45.0,12.5,10.0,0.662,1.17,1.628,1.624
-90.0,-45.0,12.5,10.0,0.663,1.17,1.627,1.624
-90.0,-45.0,12.5,50.0,0.665,1.168,1.628,1.635
-90.0,-45.0,17.5,50.0,0.662,1.171,1.645,1.671
-90.0,-45.0,17.5,50.0,0.664,1.17,1.935,1.675
-90.0,-45.0,17.5,50.0,0.66,1.17,2.026,1.676
-90.0,-45.0,17.5,50.0,0.662,1.169,2.028,1.675
-90.0,-45.0,17.5,50.0,0.662,1.17,2.025,1.675
-90.0,-45.0,17.5,50.0,0.661,1.17,2.027,1.675
-90.0,-45.0,17.5,50.0,0.662,1.169,2.027,1.675
-90.0,-45.0,17.5,50.0,0.662,1.17,2.026,1.675
-90.0,-45.0,17.5,50.0,0.664,1.168,2.026,1.674
-90.0,-45.0,17.5,50.0,0.662,1.171,2.026,1.676
-90.0,-45.0,17.5,50.0,0.663,1.169,2.025,1.675
-90.0,-45.0,17.5,50.0,0.661,1.169,2.026,1.676
-90.0,-45.0,17.5,50.0,0.661,1.169,2.026,1.675
-90.0,-45.0,17.5,50.0,0.662,1.169,2.026,1.675
-90.0,-45.0,17.5,50.0,0.663,1.169,2.027,1.674
-90.0,-45.0,17.5,50.0,0.661,1.17,2.026,1.675
-90.0,-45.0,17.5,50.0,0.663,1.169,2.026,1.675
-90.0,-45.0,17.5,50.0,0.663,1.169,2.025,1.674
-90.0,-45.0,17.5,50.0,0.661,1.169,2.029,1.676
-90.0,-45.0,17.5,50.0,0.662,1.169,2.026,1.674
90.0,45.0,17.5,-50.0,0.688,1.191,2.027,1.679
90.0,45.0,-17.5,-50.0,1.052,1.573,2.026,1.401
90.0,45.0,-17.5,-50.0,1.678,2.065,1.715,1.33
90.0,45.0,-17.5,-50.0,2.33,2.161,1.204,1.331
90.0,45.0,-17.5,-50.0,2.664,2.161,1.016,1.33
90.0,45.0,-17.5,-50.0,2.675,2.159,1.013,1.332
90.0,45.0,-17.5,-50.0,2.674,2.161,1.013,1.33
90.0,45.0,-17.5,-50.0,2.675,2.161,1.015,1.333
90.0,45.0,-17.5,-50.0,2.672,2.16,1.014,1.333
90.0,45.0,-17.5,-50.0,2.675,2.16,1.014,1.333
90.0,45.0,-17.5,-50.0,2.673,2.16,1.013,1.332
90.0,45.0,-17.5,-50.0,2.674,2.159,1.014,1.332
90.0,45.0,-17.5,-50.0,2.674,2.16,1.013,1.331
90.0,45.0,-17.5,-50.0,2.673,2.16,1.014,1.332
90.0,45.0,-17.5,-50.0,2.673,2.159,1.014,1.332
90.0,45.0,-17.5,-50.0,2.675,2.16,1.012,1.331
90.0,45.0,-17.5,-50.0,2.675,2.159,1.013,1.331
90.0,45.0,-17.5,-50.0,2.674,2.16,1.012,1.331
90.0,45.0,-17.5,-50.0,2.673,2.16,1.015,1.332
90.0,45.0,-17.5,-50.0,2.674,2.16,1.014,1.333
90.0,45.0,-17.5,-50.0,2.674,2.16,1.015,1.332
90.0,45.0,-17.5,-10.0,2.673,2.161,1.014,1.336
90.0,45.0,-12.5,-10.0,2.672,2.16,1.035,1.375
90.0,45.0,-12.5,-10.0,2.674,2.158,1.329,1.377
90.0,45.0,-12.5,-10.0,2.675,2.159,1.418,1.376
90.0,45.0,-12.5,-10.0,2.673,2.159,1.418,1.378
90.0,45.0,-12.5,-10.0,2.674,2.159,1.42,1.377
90.0,45.0,-12.5,-10.0,2.674,2.161,1.419,1.378
90.0,45.0,-12.5,-10.0,2.674,2.159,1.419,1.376
90.0,45.0,-12.5,-10.0,2.673,2.16,1.418,1.376
90.0,45.0,-12.5,-10.0,2.673,2.16,1.421,1.376
90.0,45.0,-12.5,-10.0,2.674,2.161,1.419,1.377
90.0,45.0,-12.5,-10.0,2.672,2.159,1.419,1.379
90.0,45.0,-12.5,-10.0,2.672,2.16,1.419,1.376
90.0,45.0,-12.5,-10.0,2.673,2.161,1.418,1.378
90.0,45.0,-12.5,-10.0,2.673,2.161,1.419,1.376
90.0,45.0,-12.5,-10.0,2.673,2.159,1.419,1.377
90.0,45.0,-12.5,-10.0,2.674,2.16,1.418,1.377
90.0,45.0,-12.5,-10.0,2.675,2.16,1.419,1.376
90.0,45.0,-12.5,-10.0,2.674,2.16,1.419,1.379
90.0,45.0,-12.5,-10.0,2.674,2.161,1.419,1.375
90.0,45.0,-12.5,-10.0,2.675,2.159,1.419,1.375
-90.0,-45.0,-12.5,-30.0,2.671,2.157,1.417,1.384
-90.0,-45.0,-7.5,-30.0,2.332,1.817,1.416,1.42
-90.0,-45.0,-7.5,-30.0,1.686,1.265,1.239,1.425
-90.0,-45.0,-7.5,-30.0,1.039,1.171,1.218,1.424
-90.0,-45.0,-7.5,-30.0,0.669,1.17,1.22,1.427
-90.0,-45.0,-7.5,-30.0,0.662,1.171,1.222,1.426
-90.0,-45.0,-7.5,-30.0,0.663,1.171,1.219,1.425
-90.0,-45.0,-7.5,-30.0,0.661,1.169,1.221,1.425
-90.0,-45.0,-7.5,-30.0,0.663,1.169,1.22,1.426
-90.0,-45.0,-7.5,-30.0,0.661,1.17,1.221,1.424
-90.0,-45.0,-7.5,-30.0,0.662,1.17,1.22,1.425
-90.0,-45.0,-7.5,-30.0,0.662,1.17,1.221,1.426
-90.0,-45.0,-7.5,-30.0,0.661,1.17,1.22,1.426
-90.0,-45.0,-7.5,-30.0,0.661,1.171,1.222,1.424
-90.0,-45.0,-7.5,-30.0,0.662,1.171,1.221,1.425
-90.0,-45.0,-7.5,-30.0,0.662,1.17,1.222,1.425
-90.0,-45.0,-7.5,-30.0,0.661,1.17,1.22,1.423
-90.0,-45.0,-7.5,-30.0,0.661,1.171,1.22,1.427
-90.0,-45.0,-7.5,-30.0,0.66,1.17,1.222,1.426
-90.0,-45.0,-7.5,-30.0,0.662,1.172,1.22,1.426
-90.0,-45.0,-7.5,-30.0,0.661,1.17,1.222,1.425
-90.0,-45.0,-7.5,10.0,0.665,1.171,1.221,1.434
-90.0,-45.0,-2.5,10.0,0.66,1.17,1.245,1.473
-90.0,-45.0,-2.5,10.0,0.661,1.17,1.538,1.476
-90.0,-45.0,-2.5,10.0,0.661,1.17,1.621,1.476
-90.0,-45.0,-2.5,10.0,0.66,1.17,1.62,1.474
-90.0,-45.0,-2.5,10.0,0.662,1.169,1.62,1.476
-90.0,-45.0,-2.5,10.0,0.662,1.168,1.619,1.476
-90.0,-45.0,-2.5,10.0,0.661,1.17,1.62,1.476
-90.0,-45.0,-2.5,10.0,0.66,1.169,1.618,1.476
-90.0,-45.0,-2.5,10.0,0.662,1.17,1.619,1.477
-90.0,-45.0,-2.5,10.0,0.661,1.17,1.618,1.476
-90.0,-45.0,-2.5,10.0,0.662,1.171,1.62,1.475
-90.0,-45.0,-2.5,10.0,0.662,1.169,1.619,1.475
-90.0,-45.0,-2.5,10.0,0.661,1.169,1.62,1.476
-90.0,-45.0,-2.5,10.0,0.662,1.17,1.619,1.476
-90.0,-45.0,-2.5,10.0,0.661,1.169,1.621,1.474
-90.0,-45.0,-2.5,10.0,0.661,1.169,1.621,1.475
-90.0,-45.0,-2.5,10.0,0.661,1.17,1.619,1.474
-90.0,-45.0,-2.5,10.0,0.661,1.17,1.62,1.476
-90.0,-45.0,-2.5,10.0,0.662,1.169,1.621,1.477
-90.0,-45.0,-2.5,10.0,0.661,1.17,1.62,1.475
90.0,45.0,-2.5,-10.0,0.685,1.206,1.62,1.48
90.0,45.0,2.5,-10.0,1.048,1.585,1.621,1.521
90.0,45.0,2.5,-10.0,1.678,2.074,1.444,1.524
90.0,45.0,2.5,-10.0,2.327,2.162,1.428,1.526
90.0,45.0,2.5,-10.0,2.664,2.161,1.426,1.526
90.0,45.0,2.5,-10.0,2.674,2.161,1.426,1.525
90.0,45.0,2.5,-10.0,2.673,2.159,1.424,1.524
90.0,45.0,2.5,-10.0,2.673,2.162,1.426,1.525
90.0,45.0,2.5,-10.0,2.675,2.161,1.425,1.527
90.0,45.0,2.5,-10.0,2.675,2.159,1.425,1.526
90.0,45.0,2.5,-10.0,2.674,2.16,1.426,1.527
90.0,45.0,2.5,-10.0,2.674,2.159,1.424,1.527
90.0,45.0,2.5,-10.0,2.672,2.161,1.425,1.525
90.0,45.0,2.5,-10.0,2.672,2.16,1.425,1.528
90.0,45.0,2.5,-10.0,2.673,2.16,1.425,1.526
90.0,45.0,2.5,-10.0,2.676,2.161,1.425,1.526
90.0,45.0,2.5,-10.0,2.674,2.162,1.425,1.527
90.0,45.0,2.5,-10.0,2.675,2.161,1.426,1.526
90.0,45.0,2.5,-10.0,2.674,2.162,1.425,1.528
90.0,45.0,2.5,-10.0,2.675,2.161,1.427,1.527
90.0,45.0,2.5,-10.0,2.672,2.161,1.425,1.526
90.0,45.0,2.5,30.0,2.674,2.16,1.425,1.537
90.0,45.0,7.5,30.0,2.673,2.162,1.449,1.572
90.0,45.0,7.5,30.0,2.673,2.159,1.735,1.574
90.0,45.0,7.5,30.0,2.672,2.16,1.823,1.574
90.0,45.0,7.5,30.0,2.671,2.159,1.821,1.574
90.0,45.0,7.5,30.0,2.674,2.161,1.822,1.574
90.0,45.0,7.5,30.0,2.673,2.161,1.823,1.576
90.0,45.0,7.5,30.0,2.671,2.159,1.822,1.574
90.0,45.0,7.5,30.0,2.673,2.16,1.823,1.575
90.0,45.0,7.5,30.0,2.671,2.16,1.823,1.576
90.0,45.0,7.5,30.0,2.673,2.161,1.823,1.576
90.0,45.0,7.5,30.0,2.673,2.16,1.822,1.576
90.0,45.0,7.5,30.0,2.673,2.161,1.823,1.576
90.0,45.0,7.5,30.0,2.674,2.16,1.823,1.575
90.0,45.0,7.5,30.0,2.673,2.16,1.822,1.577
90.0,45.0,7.5,30.0,2.672,2.161,1.823,1.574
90.0,45.0,7.5,30.0,2.672,2.159,1.823,1.576
90.0,45.0,7.5,30.0,2.673,2.16,1.822,1.575
90.0,45.0,7.5,30.0,2.675,2.159,1.823,1.575
90.0,45.0,7.5,30.0,2.675,2.16,1.823,1.575
90.0,45.0,7.5,30.0,2.673,2.161,1.821,1.575
-90.0,-45.0,7.5,10.0,2.676,2.169,1.823,1.581
-90.0,-45.0,12.5,10.0,2.328,1.815,1.822,1.621
-90.0,-45.0,12.5,10.0,1.694,1.271,1.648,1.621
-90.0,-45.0,12.5,10.0,1.042,1.169,1.627,1.625
-90.0,-45.0,12.5,10.0,0.67,1.168,1.627,1.625
-90.0,-45.0,12.5,10.0,0.661,1.168,1.625,1.625
-90.0,-45.0,12.5,10.0,0.661,1.165,1.627,1.625
-90.0,-45.0,12.5,10.0,0.661,1.168,1.625,1.625
-90.0,-45.0,12.5,10.0,0.66,1.168,1.627,1.624
-90.0,-45.0,12.5,10.0,0.66,1.166,1.627,1.626
-90.0,-45.0,12.5,10.0,0.662,1.166,1.627,1.624
-90.0,-45.0,12.5,10.0,0.662,1.168,1.627,1.623
-90.0,-45.0,12.5,10.0,0.66,1.167,1.627,1.625
-90.0,-45.0,12.5,10.0,0.661,1.166,1.627,1.624
-90.0,-45.0,12.5,10.0,0.662,1.166,1.626,1.625
-90.0,-45.0,12.5,10.0,0.661,1.167,1.626,1.625
-90.0,-45.0,12.5,10.0,0.66,1.167,1.627,1.626
-90.0,-45.0,12.5,10.0,0.661,1.166,1.626,1.624
-90.0,-45.0,12.5,10.0,0.66,1.167,1.626,1.625
-90.0,-45.0,12.5,10.0,0.66,1.167,1.627,1.623
-90.0,-45.0,12.5,10.0,0.66,1.166,1.626,1.625
-90.0,-45.0,12.5,50.0,0.664,1.167,1.627,1.629
-90.0,-45.0,17.5,50.0,0.662,1.165,1.65,1.675
-90.0,-45.0,17.5,50.0,0.661,1.167,1.933,1.674
-90.0,-45.0,17.5,50.0,0.661,1.166,2.026,1.674
-90.0,-45.0,17.5,50.0,0.661,1.167,2.027,1.674
-90.0,-45.0,17.5,50.0,0.661,1.167,2.026,1.673
-90.0,-45.0,17.5,50.0,0.662,1.166,2.027,1.674
-90.0,-45.0,17.5,50.0,0.661,1.166,2.027,1.673
-90.0,-45.0,17.5,50.0,0.662,1.166,2.027,1.675
-90.0,-45.0,17.5,50.0,0.661,1.167,2.027,1.675
-90.0,-45.0,17.5,50.0,0.661,1.167,2.028,1.674
-90.0,-45.0,17.5,50.0,0.661,1.167,2.026,1.675
-90.0,-45.0,17.5,50.0,0.66,1.165,2.028,1.674
-90.0,-45.0,17.5,50.0,0.659,1.167,2.027,1.674
-90.0,-45.0,17.5,50.0,0.66,1.166,2.028,1.674
-90.0,-45.0,17.5,50.0,0.662,1.166,2.027,1.675
-90.0,-45.0,17.5,50.0,0.661,1.167,2.028,1.674
-90.0,-45.0,17.5,50.0,0.661,1.166,2.028,1.674
-90.0,-45.0,17.5,50.0,0.661,1.167,2.028,1.675
-90.0,-45.0,17.5,50.0,0.661,1.167,2.026,1.675
-90.0,-45.0,17.5,50.0,0.661,1.166,2.027,1.674
90.0,45.0,17.5,-50.0,0.683,1.199,2.027,1.674
90.0,45.0,-17.5,-50.0,1.046,1.578,2.032,1.401
90.0,45.0,-17.5,-50.0,1.67,2.068,1.716,1.325
90.0,45.0,-17.5,-50.0,2.322,2.161,1.196,1.327
90.0,45.0,-17.5,-50.0,2.661,2.158,1.016,1.329
90.0,45.0,-17.5,-50.0,2.674,2.16,1.016,1.33
90.0,45.0,-17.5,-50.0,2.672,2.158,1.017,1.33
90.0,45.0,-17.5,-50.0,2.674,2.158,1.016,1.329
90.0,45.0,-17.5,-50.0,2.673,2.159,1.015,1.329
90.0,45.0,-17.5,-50.0,2.675,2.157,1.016,1.329
90.0,45.0,-17.5,-50.0,2.673,2.159,1.017,1.329
90.0,45.0,-17.5,-50.0,2.675,2.16,1.016,1.329
90.0,45.0,-17.5,-50.0,2.674,2.156,1.016,1.33
90.0,45.0,-17.5,-50.0,2.675,2.159,1.017,1.333
90.0,45.0,-17.5,-50.0,2.675,2.159,1.017,1.329
90.0,45.0,-17.5,-50.0,2.673,2.159,1.016,1.33
90.0,45.0,-17.5,-50.0,2.673,2.16,1.016,1.33
90.0,45.0,-17.5,-50.0,2.675,2.159,1.015,1.33
90.0,45.0,-17.5,-50.0,2.672,2.159,1.016,1.329
90.0,45.0,-17.5,-50.0,2.674,2.159,1.016,1.33
90.0,45.0,-17.5,-50.0,2.676,2.158,1.016,1.329
